temperature,humidity,label
33.99348823819534,41.293642969147776,1
22.148301975126003,59.5992120116562,1
29.347195089951885,66.81602057828673,1
33.00646207591474,60.80026110619893,1
30.61521091045512,65.0986371157164,1
22.797465742484594,61.63833230440969,1
22.616758150686717,69.13997380073477,1
31.338022821108652,43.787324618947004,1
24.23588159311383,52.93577887410318,1
24.81467146504546,67.86152452211928,1
34.882436728201874,51.04875523563546,1
28.852942299294416,63.33289561347729,1
29.11301112600968,49.949086597763305,1
22.124586971525023,47.6053194012497,1
25.15538658828522,68.01943259437131,1
107.74013905147518,5.267484852653008,-1
28.414904198153756,49.47310219729744,1
26.857043718029125,68.544092654032,1
25.420765291133353,48.311860487809014,1
33.56510032895558,50.18486539375555,1
100.1767556202673,1.5891676863907112,-1
30.8640681919466,48.43244204551688,1
34.97221806130363,46.497129102219205,1
111.38668676387442,14.862821239907255,-1
33.81246104894631,66.62931028872461,1
32.530192429196646,60.917312941974984,1
26.869215999877756,53.631703846650694,1
34.26790282167295,41.75722366611427,1
20.715522239024178,64.5289580330388,1
93.61652162078124,6.229926335393239,-1
21.037438778580256,64.31160808440579,1
88.11623398906718,0.47697039191864965,-1
25.38484735338087,48.84556341601676,1
21.15141850271139,62.998612119330765,1
24.770348110590522,66.3443252258113,1
89.83961959770343,3.924879904630443,-1
31.323231157569822,55.494013880305005,1
23.121926699179316,64.18984229665833,1
26.229456302044937,60.20913143080841,1
20.795286898466337,47.522784353286774,1
23.885717576925437,54.73045406740486,1
22.6001825096264,49.50800582318983,1
24.3000579764415,61.8386822503108,1
33.95685839142092,68.24676505392412,1
22.263927973612624,63.39522989740935,1
20.92632588293953,54.17739541592512,1
106.43214669516787,1.4751248751860624,-1
24.344349006977648,63.89308955834238,1
28.514763894275738,60.71734436017073,1
29.404965297650513,53.126282483708685,1
32.17518211331911,59.67482469494823,1
30.109842267020404,65.73608101003457,1
91.86918579702552,18.412442866451826,-1
30.498744835490616,67.32826662610574,1
119.55262168667369,11.093604532002832,-1
34.94130261001412,66.05461488228855,1
25.47412041494727,41.07037687501032,1
32.920410005518846,53.522472785679724,1
21.552403485865078,43.70644055099923,1
20.776640514463583,60.48031673415954,1
29.826173290892015,44.59694831952693,1
30.120863959662117,63.66272124535065,1
30.474864440784344,58.67639431108866,1
82.79195207698857,15.986825342529855,-1
30.397241891220304,46.56382552181482,1
26.749405087497248,54.19941921515701,1
22.584995422778714,67.90288778935101,1
29.29008395654549,45.59496191267696,1
22.756466344960916,65.1834288631954,1
24.426130506094005,66.49885443735505,1
110.17604249871427,19.43061483856462,-1
33.05807538047189,69.49446756271499,1
25.02982188042096,57.9169549141912,1
23.141173206577477,52.46994479540517,1
24.916248058748998,49.734030872884816,1
23.426258291184286,67.26683637033469,1
88.9897225404819,14.53043513152301,-1
21.320115958464736,51.4295747250733,1
22.034282584503483,52.26197237329927,1
29.638383257757674,46.41951621976203,1
27.808674156164354,44.22274898772207,1
28.546275460296236,66.53766458211783,1
21.67111396804716,42.18121899356976,1
29.521044873137313,49.930755025819415,1
22.386214238539186,55.6747993092535,1
28.24188022091839,51.15586602531246,1
21.9540498318207,61.54064210674854,1
22.339576079685777,67.97687212022848,1
28.664987960473574,44.80372665388951,1
33.791352092532556,55.983630641482826,1
30.119663808801768,66.58487749273918,1
33.30438939631487,45.016919038688194,1
32.91108226704224,69.65644234194045,1
24.453986921078787,41.73200696198095,1
34.23314700061799,57.03737998015893,1
30.772161939056254,45.90614993429976,1
30.168644070961932,67.706377153093,1
29.23233027575412,63.9588478703021,1
24.356234032244828,49.96776269788671,1
32.13348609852046,40.69451415285485,1
25.095732371487294,50.07848231381595,1
29.78920529628878,60.61287194660092,1
27.43754557764802,55.7193014350808,1
21.304142600351724,65.05370602013866,1
20.97991413123798,69.94231801052179,1
27.31281030650102,47.47016046769935,1
22.137046767684286,57.23722491061311,1
34.166553265111446,48.074581506797955,1
30.945867519954295,55.63563800798623,1
28.94384362723666,50.81736080915652,1
29.607250988943917,54.04661160851049,1
106.29265294083098,14.958445299424552,-1
98.04160275848471,2.0204235664274295,-1
21.611160128271116,62.79883087825544,1
25.547519797422375,68.13802383922521,1
33.87596631016779,43.4496920969467,1
24.56443874506679,63.57206960411693,1
20.945989398482006,52.387459376417986,1
29.18558768406951,46.88948093361168,1
28.71578019182175,69.2814111551983,1
26.219061752975207,47.532629769827295,1
82.39798807632074,18.844794031437676,-1
26.83194455652277,46.41629415356605,1
31.481697922849143,62.602775588087255,1
28.081000431665615,47.2359752555245,1
20.11534827896943,43.7750577434899,1
21.59556300474872,68.24176447910256,1
21.353132486133322,62.470218859623344,1
24.635291029705336,65.8603276520187,1
